State,Year,Month,Indicator,Actual Deaths,Percent Pending Investigation,State Name
CO,2022,February,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",0,0.035745492,Colorado
CO,2022,February,"Opioids (T40.0-T40.4,T40.6)",0,0.035745492,Colorado
CO,2022,February,Cocaine (T40.5),295,0.035745492,Colorado
CT,2022,March,Natural & semi-synthetic opioids (T40.2),194,0.025701802,Connecticut
CO,2022,February,"Synthetic opioids, excl. methadone (T40.4)",0,0.035745492,Colorado
CO,2022,February,Heroin (T40.1),169,0.035745492,Colorado
CO,2022,February,Methadone (T40.3),54,0.035745492,Colorado
CO,2022,January,Heroin (T40.1),180,0.036066362,Colorado
CO,2022,January,Psychostimulants with abuse potential (T43.6),764,0.036066362,Colorado
CO,2022,January,"Opioids (T40.0-T40.4,T40.6)",0,0.036066362,Colorado
CO,2022,January,Number of Drug Overdose Deaths,0,0.036066362,Colorado
CT,2022,March,Heroin (T40.1),102,0.025701802,Connecticut
CT,2022,March,Psychostimulants with abuse potential (T43.6),90,0.025701802,Connecticut
CO,2022,February,Natural & semi-synthetic opioids (T40.2),274,0.035745492,Colorado
WV,2022,February,Natural & semi-synthetic opioids (T40.2),208,0.254461676,West Virginia
WV,2022,February,Heroin (T40.1),38,0.254461676,West Virginia
WV,2022,February,Methadone (T40.3),28,0.254461676,West Virginia
CO,2022,March,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",0,0.035709326,Colorado
CO,2022,March,Natural & semi-synthetic opioids (T40.2),257,0.035709326,Colorado
CO,2022,March,Cocaine (T40.5),294,0.035709326,Colorado
CO,2022,January,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",0,0.036066362,Colorado
CO,2022,January,"Synthetic opioids, excl. methadone (T40.4)",0,0.036066362,Colorado
DE,2022,January,"Synthetic opioids, excl. methadone (T40.4)",411,0.0,Delaware
DE,2022,January,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",437,0.0,Delaware
DE,2022,January,Cocaine (T40.5),206,0.0,Delaware
CO,2022,March,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",303,0.035709326,Colorado
DE,2022,January,Methadone (T40.3),31,0.0,Delaware
DE,2022,January,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",76,0.0,Delaware
DE,2022,January,Number of Drug Overdose Deaths,507,0.0,Delaware
DE,2022,January,"Opioids (T40.0-T40.4,T40.6)",445,0.0,Delaware
DE,2022,January,Psychostimulants with abuse potential (T43.6),48,0.0,Delaware
DE,2022,January,Heroin (T40.1),64,0.0,Delaware
DE,2022,February,Methadone (T40.3),25,0.0,Delaware
DE,2022,February,Heroin (T40.1),59,0.0,Delaware
DE,2022,February,Natural & semi-synthetic opioids (T40.2),46,0.0,Delaware
DE,2022,January,Natural & semi-synthetic opioids (T40.2),47,0.0,Delaware
CO,2022,March,Methadone (T40.3),55,0.035709326,Colorado
CO,2022,March,"Opioids (T40.0-T40.4,T40.6)",0,0.035709326,Colorado
CO,2022,March,Heroin (T40.1),152,0.035709326,Colorado
WV,2022,January,Heroin (T40.1),38,0.215644673,West Virginia
WV,2022,January,Psychostimulants with abuse potential (T43.6),834,0.215644673,West Virginia
WV,2022,January,"Opioids (T40.0-T40.4,T40.6)",0,0.215644673,West Virginia
WV,2022,January,Number of Drug Overdose Deaths,0,0.215644673,West Virginia
WV,2022,January,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",230,0.215644673,West Virginia
WV,2022,January,Natural & semi-synthetic opioids (T40.2),208,0.215644673,West Virginia
WV,2022,March,Natural & semi-synthetic opioids (T40.2),192,0.297425729,West Virginia
WV,2022,March,Number of Drug Overdose Deaths,0,0.297425729,West Virginia
WV,2022,March,Psychostimulants with abuse potential (T43.6),812,0.297425729,West Virginia
WV,2022,March,"Synthetic opioids, excl. methadone (T40.4)",0,0.297425729,West Virginia
WV,2022,March,Heroin (T40.1),33,0.297425729,West Virginia
WV,2022,March,"Opioids (T40.0-T40.4,T40.6)",0,0.297425729,West Virginia
WV,2022,March,Methadone (T40.3),25,0.297425729,West Virginia
WV,2022,March,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",212,0.297425729,West Virginia
WV,2022,March,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",0,0.297425729,West Virginia
CO,2022,January,Cocaine (T40.5),274,0.036066362,Colorado
CO,2022,March,Number of Drug Overdose Deaths,0,0.035709326,Colorado
CO,2022,March,Psychostimulants with abuse potential (T43.6),757,0.035709326,Colorado
CO,2022,March,"Synthetic opioids, excl. methadone (T40.4)",0,0.035709326,Colorado
ID,2022,January,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",230,0.177696408,Idaho
IA,2022,March,Methadone (T40.3),14,0.028480292,Iowa
IA,2022,March,"Opioids (T40.0-T40.4,T40.6)",273,0.028480292,Iowa
IA,2022,March,Heroin (T40.1),36,0.028480292,Iowa
AK,2022,March,"Synthetic opioids, excl. methadone (T40.4)",156,0.0,Alaska
AK,2022,March,Heroin (T40.1),62,0.0,Alaska
AK,2022,March,"Opioids (T40.0-T40.4,T40.6)",198,0.0,Alaska
AK,2022,March,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",75,0.0,Alaska
WA,2022,February,Cocaine (T40.5),234,0.039778943,Washington
YC,2022,March,Number of Drug Overdose Deaths,0,0.082480229,New York City
YC,2022,March,Psychostimulants with abuse potential (T43.6),237,0.082480229,New York City
YC,2022,March,"Synthetic opioids, excl. methadone (T40.4)",0,0.082480229,New York City
AK,2022,March,Psychostimulants with abuse potential (T43.6),163,0.0,Alaska
YC,2022,March,Heroin (T40.1),796,0.082480229,New York City
YC,2022,March,Methadone (T40.3),346,0.082480229,New York City
YC,2022,March,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",731,0.082480229,New York City
YC,2022,March,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",0,0.082480229,New York City
WA,2022,March,"Opioids (T40.0-T40.4,T40.6)",0,0.042479079,Washington
WA,2022,March,Methadone (T40.3),106,0.042479079,Washington
WA,2022,March,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",0,0.042479079,Washington
WA,2022,March,Heroin (T40.1),288,0.042479079,Washington
VT,2022,March,Methadone (T40.3),20,0.0,Vermont
YC,2022,March,"Opioids (T40.0-T40.4,T40.6)",0,0.082480229,New York City
VT,2022,March,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",50,0.0,Vermont
AK,2022,March,Number of Drug Overdose Deaths,257,0.0,Alaska
AK,2022,March,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",181,0.0,Alaska
AK,2022,January,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",174,0.0,Alaska
AK,2022,January,Cocaine (T40.5),10,0.0,Alaska
AK,2022,February,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",80,0.0,Alaska
ID,2022,January,"Synthetic opioids, excl. methadone (T40.4)",165,0.177696408,Idaho
ID,2022,February,Number of Drug Overdose Deaths,362,0.175364013,Idaho
ID,2022,February,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",91,0.175364013,Idaho
ID,2022,February,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",231,0.175364013,Idaho
ID,2022,February,Psychostimulants with abuse potential (T43.6),135,0.175364013,Idaho
AK,2022,March,Natural & semi-synthetic opioids (T40.2),70,0.0,Alaska
ID,2022,February,"Opioids (T40.0-T40.4,T40.6)",245,0.175364013,Idaho
ID,2022,January,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",95,0.177696408,Idaho
ID,2022,January,Number of Drug Overdose Deaths,361,0.177696408,Idaho
ID,2022,January,"Opioids (T40.0-T40.4,T40.6)",244,0.177696408,Idaho
ID,2022,January,Psychostimulants with abuse potential (T43.6),134,0.177696408,Idaho
ID,2022,January,Heroin (T40.1),18,0.177696408,Idaho
ID,2022,February,Heroin (T40.1),18,0.175364013,Idaho
ID,2022,February,Natural & semi-synthetic opioids (T40.2),87,0.175364013,Idaho
ID,2022,February,"Synthetic opioids, excl. methadone (T40.4)",170,0.175364013,Idaho
ID,2022,January,Natural & semi-synthetic opioids (T40.2),90,0.177696408,Idaho
VT,2022,March,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",220,0.0,Vermont
WA,2022,March,"Synthetic opioids, excl. methadone (T40.4)",0,0.042479079,Washington
WA,2022,March,Cocaine (T40.5),235,0.042479079,Washington
YC,2022,January,Natural & semi-synthetic opioids (T40.2),514,0.080408226,New York City
YC,2022,January,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",757,0.080408226,New York City
YC,2022,January,Number of Drug Overdose Deaths,0,0.080408226,New York City
YC,2022,January,"Opioids (T40.0-T40.4,T40.6)",0,0.080408226,New York City
YC,2022,January,Psychostimulants with abuse potential (T43.6),246,0.080408226,New York City
WA,2022,January,Number of Drug Overdose Deaths,0,0.04014855,Washington
WA,2022,January,"Synthetic opioids, excl. methadone (T40.4)",0,0.04014855,Washington
WA,2022,January,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",0,0.04014855,Washington
YC,2022,January,Heroin (T40.1),794,0.080408226,New York City
WA,2022,January,Cocaine (T40.5),228,0.04014855,Washington
WA,2022,January,Natural & semi-synthetic opioids (T40.2),315,0.04014855,Washington
WA,2022,January,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",406,0.04014855,Washington
WA,2022,January,Psychostimulants with abuse potential (T43.6),0,0.04014855,Washington
WA,2022,January,Heroin (T40.1),321,0.04014855,Washington
WA,2022,February,Methadone (T40.3),101,0.039778943,Washington
WA,2022,February,Heroin (T40.1),303,0.039778943,Washington
WA,2022,February,Natural & semi-synthetic opioids (T40.2),314,0.039778943,Washington
MT,2022,February,Natural & semi-synthetic opioids (T40.2),30,0.0,Montana
WA,2022,January,Methadone (T40.3),105,0.04014855,Washington
YC,2022,January,Cocaine (T40.5),0,0.080408226,New York City
YC,2022,January,"Synthetic opioids, excl. methadone (T40.4)",0,0.080408226,New York City
YC,2022,January,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",0,0.080408226,New York City
WA,2022,March,Natural & semi-synthetic opioids (T40.2),314,0.042479079,Washington
WA,2022,March,Number of Drug Overdose Deaths,0,0.042479079,Washington
WA,2022,March,Psychostimulants with abuse potential (T43.6),0,0.042479079,Washington
AL,2022,January,Number of Drug Overdose Deaths,0,0.101213046,Alabama
AL,2022,February,Number of Drug Overdose Deaths,0,0.114102121,Alabama
AL,2022,March,Number of Drug Overdose Deaths,0,0.118723794,Alabama
YC,2022,March,Natural & semi-synthetic opioids (T40.2),490,0.082480229,New York City
WA,2022,March,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",406,0.042479079,Washington
YC,2022,March,Cocaine (T40.5),0,0.082480229,New York City
YC,2022,February,Natural & semi-synthetic opioids (T40.2),510,0.083563264,New York City
YC,2022,February,"Synthetic opioids, excl. methadone (T40.4)",0,0.083563264,New York City
YC,2022,February,Cocaine (T40.5),0,0.083563264,New York City
YC,2022,February,"Opioids (T40.0-T40.4,T40.6)",0,0.083563264,New York City
YC,2022,February,Psychostimulants with abuse potential (T43.6),247,0.083563264,New York City
YC,2022,February,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",0,0.083563264,New York City
YC,2022,February,Number of Drug Overdose Deaths,0,0.083563264,New York City
YC,2022,February,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",750,0.083563264,New York City
YC,2022,February,Heroin (T40.1),803,0.083563264,New York City
YC,2022,February,Methadone (T40.3),353,0.083563264,New York City
AK,2022,January,"Synthetic opioids, excl. methadone (T40.4)",146,0.0,Alaska
CT,2022,February,Number of Drug Overdose Deaths,0,0.025632262,Connecticut
AK,2022,January,Methadone (T40.3),11,0.0,Alaska
AK,2022,January,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",81,0.0,Alaska
IL,2022,February,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",683,0.183277354,Illinois
IL,2022,February,Number of Drug Overdose Deaths,0,0.183277354,Illinois
IL,2022,February,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",0,0.183277354,Illinois
IL,2022,February,Psychostimulants with abuse potential (T43.6),554,0.183277354,Illinois
IL,2022,February,"Opioids (T40.0-T40.4,T40.6)",0,0.183277354,Illinois
IL,2022,February,Cocaine (T40.5),0,0.183277354,Illinois
IL,2022,March,Natural & semi-synthetic opioids (T40.2),527,0.188861985,Illinois
IL,2022,March,Number of Drug Overdose Deaths,0,0.188861985,Illinois
IL,2022,February,"Synthetic opioids, excl. methadone (T40.4)",0,0.183277354,Illinois
IL,2022,March,Psychostimulants with abuse potential (T43.6),561,0.188861985,Illinois
IL,2022,March,Heroin (T40.1),769,0.188861985,Illinois
IL,2022,March,"Opioids (T40.0-T40.4,T40.6)",0,0.188861985,Illinois
IL,2022,March,Methadone (T40.3),169,0.188861985,Illinois
IL,2022,March,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",674,0.188861985,Illinois
IL,2022,March,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",0,0.188861985,Illinois
IL,2022,March,Cocaine (T40.5),0,0.188861985,Illinois
WA,2022,February,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",402,0.039778943,Washington
WA,2022,February,Number of Drug Overdose Deaths,0,0.039778943,Washington
IL,2022,March,"Synthetic opioids, excl. methadone (T40.4)",0,0.188861985,Illinois
WA,2022,February,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",0,0.039778943,Washington
IL,2022,February,Natural & semi-synthetic opioids (T40.2),534,0.183277354,Illinois
IL,2022,January,"Synthetic opioids, excl. methadone (T40.4)",0,0.176506785,Illinois
IA,2022,March,"Synthetic opioids, excl. methadone (T40.4)",231,0.028480292,Iowa
IA,2022,March,Psychostimulants with abuse potential (T43.6),217,0.028480292,Iowa
IA,2022,March,Number of Drug Overdose Deaths,496,0.028480292,Iowa
IA,2022,March,Natural & semi-synthetic opioids (T40.2),64,0.028480292,Iowa
IA,2022,March,Cocaine (T40.5),38,0.028480292,Iowa
IA,2022,March,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",77,0.028480292,Iowa
IA,2022,March,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",266,0.028480292,Iowa
WA,2022,February,"Synthetic opioids, excl. methadone (T40.4)",0,0.039778943,Washington
IL,2022,February,Heroin (T40.1),805,0.183277354,Illinois
IL,2022,January,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",675,0.176506785,Illinois
IL,2022,January,Heroin (T40.1),810,0.176506785,Illinois
IL,2022,January,Psychostimulants with abuse potential (T43.6),550,0.176506785,Illinois
IL,2022,January,"Opioids (T40.0-T40.4,T40.6)",0,0.176506785,Illinois
IL,2022,January,Number of Drug Overdose Deaths,0,0.176506785,Illinois
IL,2022,January,Natural & semi-synthetic opioids (T40.2),527,0.176506785,Illinois
IL,2022,January,Methadone (T40.3),171,0.176506785,Illinois
IL,2022,January,Cocaine (T40.5),0,0.176506785,Illinois
IL,2022,January,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",0,0.176506785,Illinois
IL,2022,February,Methadone (T40.3),172,0.183277354,Illinois
WA,2022,February,Psychostimulants with abuse potential (T43.6),0,0.039778943,Washington
WA,2022,February,"Opioids (T40.0-T40.4,T40.6)",0,0.039778943,Washington
IA,2022,February,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",81,0.022981902,Iowa
ID,2022,March,"Synthetic opioids, excl. methadone (T40.4)",184,0.190991565,Idaho
ID,2022,March,Psychostimulants with abuse potential (T43.6),137,0.190991565,Idaho
ID,2022,March,Number of Drug Overdose Deaths,376,0.190991565,Idaho
ID,2022,March,Natural & semi-synthetic opioids (T40.2),89,0.190991565,Idaho
ID,2022,March,Cocaine (T40.5),10,0.190991565,Idaho
AK,2022,January,Number of Drug Overdose Deaths,253,0.0,Alaska
AK,2022,January,"Opioids (T40.0-T40.4,T40.6)",193,0.0,Alaska
AK,2022,January,Psychostimulants with abuse potential (T43.6),162,0.0,Alaska
ID,2022,March,Heroin (T40.1),18,0.190991565,Idaho
AK,2022,January,Heroin (T40.1),64,0.0,Alaska
AK,2022,February,Heroin (T40.1),64,0.0,Alaska
AK,2022,February,Natural & semi-synthetic opioids (T40.2),74,0.0,Alaska
AK,2022,February,"Synthetic opioids, excl. methadone (T40.4)",152,0.0,Alaska
AK,2022,February,Cocaine (T40.5),10,0.0,Alaska
AK,2022,February,"Opioids (T40.0-T40.4,T40.6)",197,0.0,Alaska
AK,2022,February,Psychostimulants with abuse potential (T43.6),164,0.0,Alaska
AK,2022,February,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",179,0.0,Alaska
AK,2022,February,Number of Drug Overdose Deaths,257,0.0,Alaska
AK,2022,February,Methadone (T40.3),11,0.0,Alaska
ID,2022,March,"Opioids (T40.0-T40.4,T40.6)",262,0.190991565,Idaho
ID,2022,March,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",94,0.190991565,Idaho
ID,2022,March,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",248,0.190991565,Idaho
IA,2022,January,Number of Drug Overdose Deaths,479,0.026169637,Iowa
IA,2022,January,"Opioids (T40.0-T40.4,T40.6)",261,0.026169637,Iowa
IA,2022,January,Psychostimulants with abuse potential (T43.6),205,0.026169637,Iowa
IA,2022,January,Heroin (T40.1),32,0.026169637,Iowa
IA,2022,February,Methadone (T40.3),15,0.022981902,Iowa
IA,2022,February,Heroin (T40.1),35,0.022981902,Iowa
IA,2022,February,Natural & semi-synthetic opioids (T40.2),67,0.022981902,Iowa
IA,2022,February,"Synthetic opioids, excl. methadone (T40.4)",226,0.022981902,Iowa
IA,2022,February,Cocaine (T40.5),37,0.022981902,Iowa
IA,2022,February,"Opioids (T40.0-T40.4,T40.6)",269,0.022981902,Iowa
IA,2022,February,Psychostimulants with abuse potential (T43.6),216,0.022981902,Iowa
IA,2022,February,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",262,0.022981902,Iowa
IA,2022,February,Number of Drug Overdose Deaths,489,0.022981902,Iowa
IA,2022,January,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",82,0.026169637,Iowa
IA,2022,January,Natural & semi-synthetic opioids (T40.2),68,0.026169637,Iowa
IA,2022,January,Methadone (T40.3),15,0.026169637,Iowa
IA,2022,January,"Synthetic opioids, excl. methadone (T40.4)",218,0.026169637,Iowa
IA,2022,January,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",254,0.026169637,Iowa
IA,2022,January,Cocaine (T40.5),38,0.026169637,Iowa
AK,2022,January,Natural & semi-synthetic opioids (T40.2),75,0.0,Alaska
CT,2022,February,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",0,0.025632262,Connecticut
WA,2022,January,"Opioids (T40.0-T40.4,T40.6)",0,0.04014855,Washington
CT,2022,February,"Opioids (T40.0-T40.4,T40.6)",0,0.025632262,Connecticut
NJ,2022,January,"Opioids (T40.0-T40.4,T40.6)",0,0.231072128,New Jersey
NJ,2022,February,Natural & semi-synthetic opioids (T40.2),315,0.234161417,New Jersey
NJ,2022,February,Heroin (T40.1),407,0.234161417,New Jersey
NJ,2022,February,Methadone (T40.3),121,0.234161417,New Jersey
NJ,2022,January,Heroin (T40.1),422,0.231072128,New Jersey
NJ,2022,January,Psychostimulants with abuse potential (T43.6),289,0.231072128,New Jersey
NJ,2022,January,Number of Drug Overdose Deaths,0,0.231072128,New Jersey
NJ,2022,January,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",438,0.231072128,New Jersey
NH,2022,January,Number of Drug Overdose Deaths,457,0.04311274,New Hampshire
NJ,2022,January,Natural & semi-synthetic opioids (T40.2),319,0.231072128,New Jersey
NJ,2022,January,Cocaine (T40.5),0,0.231072128,New Jersey
NJ,2022,January,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",0,0.231072128,New Jersey
NJ,2022,January,"Synthetic opioids, excl. methadone (T40.4)",0,0.231072128,New Jersey
NJ,2022,February,"Synthetic opioids, excl. methadone (T40.4)",0,0.234161417,New Jersey
NJ,2022,February,Cocaine (T40.5),0,0.234161417,New Jersey
NJ,2022,February,"Opioids (T40.0-T40.4,T40.6)",0,0.234161417,New Jersey
NJ,2022,February,Psychostimulants with abuse potential (T43.6),291,0.234161417,New Jersey
NJ,2022,February,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",428,0.234161417,New Jersey
NJ,2022,January,Methadone (T40.3),130,0.231072128,New Jersey
NJ,2022,February,Number of Drug Overdose Deaths,0,0.234161417,New Jersey
NH,2022,January,"Opioids (T40.0-T40.4,T40.6)",394,0.04311274,New Hampshire
TX,2022,January,Heroin (T40.1),725,0.2675767,Texas
TX,2022,February,"Synthetic opioids, excl. methadone (T40.4)",0,0.268556147,Texas
TX,2022,February,Cocaine (T40.5),0,0.268556147,Texas
TX,2022,February,"Opioids (T40.0-T40.4,T40.6)",0,0.268556147,Texas
TX,2022,February,Psychostimulants with abuse potential (T43.6),0,0.268556147,Texas
TX,2022,February,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",0,0.268556147,Texas
TX,2022,February,Number of Drug Overdose Deaths,0,0.268556147,Texas
TX,2022,February,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",709,0.268556147,Texas
TX,2022,February,Heroin (T40.1),710,0.268556147,Texas
NH,2022,January,Psychostimulants with abuse potential (T43.6),65,0.04311274,New Hampshire
TX,2022,February,Methadone (T40.3),125,0.268556147,Texas
TX,2022,January,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",0,0.2675767,Texas
TX,2022,January,Cocaine (T40.5),0,0.2675767,Texas
TX,2022,January,Methadone (T40.3),121,0.2675767,Texas
TX,2022,January,Natural & semi-synthetic opioids (T40.2),603,0.2675767,Texas
TX,2022,January,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",700,0.2675767,Texas
TX,2022,January,Number of Drug Overdose Deaths,0,0.2675767,Texas
TX,2022,January,"Opioids (T40.0-T40.4,T40.6)",0,0.2675767,Texas
TX,2022,January,Psychostimulants with abuse potential (T43.6),0,0.2675767,Texas
TX,2022,January,"Synthetic opioids, excl. methadone (T40.4)",0,0.2675767,Texas
TX,2022,February,Natural & semi-synthetic opioids (T40.2),610,0.268556147,Texas
NJ,2022,February,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",0,0.234161417,New Jersey
NH,2022,March,Natural & semi-synthetic opioids (T40.2),35,0.042274361,New Hampshire
FL,2022,March,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",0,0.151459347,Florida
FL,2022,March,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",0,0.151459347,Florida
FL,2022,March,Methadone (T40.3),165,0.151459347,Florida
FL,2022,February,Psychostimulants with abuse potential (T43.6),0,0.148759213,Florida
FL,2022,January,Number of Drug Overdose Deaths,0,0.144280575,Florida
FL,2022,January,"Opioids (T40.0-T40.4,T40.6)",0,0.144280575,Florida
FL,2022,January,Psychostimulants with abuse potential (T43.6),0,0.144280575,Florida
FL,2022,January,Heroin (T40.1),341,0.144280575,Florida
FL,2022,March,"Opioids (T40.0-T40.4,T40.6)",0,0.151459347,Florida
FL,2022,February,Methadone (T40.3),166,0.148759213,Florida
FL,2022,February,Natural & semi-synthetic opioids (T40.2),0,0.148759213,Florida
FL,2022,February,"Synthetic opioids, excl. methadone (T40.4)",0,0.148759213,Florida
FL,2022,February,Cocaine (T40.5),0,0.148759213,Florida
FL,2022,February,"Opioids (T40.0-T40.4,T40.6)",0,0.148759213,Florida
FL,2022,February,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",0,0.148759213,Florida
FL,2022,February,Number of Drug Overdose Deaths,0,0.148759213,Florida
FL,2022,February,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",0,0.148759213,Florida
FL,2022,January,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",0,0.144280575,Florida
FL,2022,February,Heroin (T40.1),320,0.148759213,Florida
NH,2022,March,Cocaine (T40.5),49,0.042274361,New Hampshire
FL,2022,March,Heroin (T40.1),285,0.151459347,Florida
FL,2022,March,Psychostimulants with abuse potential (T43.6),0,0.151459347,Florida
NH,2022,March,Number of Drug Overdose Deaths,483,0.042274361,New Hampshire
NH,2022,January,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",47,0.04311274,New Hampshire
NH,2022,January,Natural & semi-synthetic opioids (T40.2),36,0.04311274,New Hampshire
NH,2022,January,Methadone (T40.3),13,0.04311274,New Hampshire
NH,2022,January,Cocaine (T40.5),43,0.04311274,New Hampshire
NH,2022,January,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",393,0.04311274,New Hampshire
NH,2022,January,"Synthetic opioids, excl. methadone (T40.4)",361,0.04311274,New Hampshire
NH,2022,March,Psychostimulants with abuse potential (T43.6),78,0.042274361,New Hampshire
FL,2022,March,"Synthetic opioids, excl. methadone (T40.4)",0,0.151459347,Florida
NH,2022,March,"Synthetic opioids, excl. methadone (T40.4)",383,0.042274361,New Hampshire
NH,2022,March,Methadone (T40.3),13,0.042274361,New Hampshire
NH,2022,March,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",46,0.042274361,New Hampshire
NH,2022,March,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",414,0.042274361,New Hampshire
VT,2022,March,Psychostimulants with abuse potential (T43.6),25,0.0,Vermont
VT,2022,March,Heroin (T40.1),21,0.0,Vermont
FL,2022,March,Number of Drug Overdose Deaths,0,0.151459347,Florida
FL,2022,March,Natural & semi-synthetic opioids (T40.2),0,0.151459347,Florida
FL,2022,March,Cocaine (T40.5),0,0.151459347,Florida
NH,2022,March,"Opioids (T40.0-T40.4,T40.6)",416,0.042274361,New Hampshire
TX,2022,March,Psychostimulants with abuse potential (T43.6),0,0.273292577,Texas
TX,2022,March,"Synthetic opioids, excl. methadone (T40.4)",0,0.273292577,Texas
TX,2022,March,Heroin (T40.1),680,0.273292577,Texas
NM,2022,January,"Synthetic opioids, excl. methadone (T40.4)",619,0.088581092,New Mexico
NM,2022,February,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",204,0.087722796,New Mexico
NM,2022,January,Natural & semi-synthetic opioids (T40.2),149,0.088581092,New Mexico
NM,2022,January,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",207,0.088581092,New Mexico
NM,2022,January,Number of Drug Overdose Deaths,0,0.088581092,New Mexico
NM,2022,February,Number of Drug Overdose Deaths,0,0.087722796,New Mexico
NM,2022,February,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",748,0.087722796,New Mexico
NM,2022,February,Psychostimulants with abuse potential (T43.6),567,0.087722796,New Mexico
NM,2022,January,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",714,0.088581092,New Mexico
